age,education,housing,contact,month,duration,campaign,pdays,previous,poutcome
31,1,1,2,8,179,2,-1,0,3
42,1,1,2,8,139,2,-1,0,3
50,3,0,0,1,181,2,-1,0,3
47,1,1,0,8,102,6,-1,0,3
43,1,1,2,8,291,1,-1,0,3
59,1,0,0,1,162,1,-1,0,3
35,2,0,0,1,86,7,-1,0,3
24,1,1,2,8,382,2,-1,0,3
49,0,0,0,4,679,1,-1,0,3
47,1,1,1,5,250,1,-1,0,3
57,1,0,0,1,107,6,-1,0,3
29,2,1,0,5,218,1,-1,0,3
50,2,1,0,9,130,2,160,1,0
32,2,1,0,9,120,1,-1,0,3
23,1,1,2,8,120,2,-1,0,3
41,1,1,2,8,181,2,-1,0,3
48,0,0,2,6,248,2,-1,0,3
29,2,1,2,6,570,11,-1,0,3
42,0,0,1,5,94,15,-1,0,3
38,1,1,0,9,67,1,-1,0,3
31,2,0,0,3,406,2,-1,0,3
38,3,1,2,8,20,2,-1,0,3
50,2,0,0,9,273,2,-1,0,3
36,2,1,0,8,159,2,278,4,0
52,0,0,0,1,109,3,-1,0,3
50,1,1,2,8,130,2,-1,0,3
38,1,0,0,8,167,1,-1,0,3
30,1,0,0,4,194,2,205,2,0
46,1,0,2,6,155,1,-1,0,3
54,1,1,0,9,108,1,-1,0,3
46,0,1,2,8,42,3,-1,0,3
49,2,0,0,1,62,5,-1,0,3
36,2,0,0,9,307,1,-1,0,3
58,1,0,0,5,400,1,-1,0,3
29,1,1,2,6,779,1,-1,0,3
41,1,1,1,8,43,1,-1,0,3
32,2,0,0,4,458,2,-1,0,3
33,1,1,2,8,496,4,-1,0,3
31,2,0,0,1,150,4,-1,0,3
44,2,1,0,0,247,1,-1,0,3
51,2,0,0,0,119,1,181,2,2
38,1,0,0,1,48,2,-1,0,3
38,2,0,2,6,662,5,-1,0,3
27,2,0,0,4,533,1,-1,0,3
41,0,0,0,1,268,1,-1,0,3
32,0,1,2,8,21,3,-1,0,3
45,1,1,2,8,186,3,-1,0,3
54,0,0,2,6,350,7,-1,0,3
36,1,1,2,8,142,1,-1,0,3
33,2,1,0,5,54,3,-1,0,3
40,1,1,0,5,75,14,-1,0,3
37,1,1,0,0,172,1,-1,0,3
48,0,1,2,6,18,18,-1,0,3
36,2,1,0,4,86,1,237,17,1
46,2,1,0,8,304,1,-1,0,3
29,1,1,0,8,203,1,-1,0,3
41,1,1,2,8,182,3,-1,0,3
44,2,1,2,8,260,1,-1,0,3
40,2,1,0,3,279,1,-1,0,3
33,2,1,0,8,128,2,-1,0,3
60,2,0,0,1,105,4,-1,0,3
48,1,1,1,3,708,8,-1,0,3
37,2,0,1,3,63,1,-1,0,3
39,2,1,2,8,999,3,-1,0,3
28,1,1,0,8,55,1,-1,0,3
44,0,0,2,6,209,3,-1,0,3
37,2,0,0,1,36,2,-1,0,3
58,2,0,0,5,564,2,-1,0,3
50,1,0,0,5,649,3,-1,0,3
38,1,1,2,8,152,2,-1,0,3
31,2,0,0,1,101,6,-1,0,3
33,1,0,0,3,207,4,-1,0,3
35,2,0,0,1,329,1,-1,0,3
53,2,1,0,8,279,1,358,9,1
58,1,1,2,8,118,1,-1,0,3
26,0,1,2,8,46,1,-1,0,3
34,1,1,2,8,467,1,-1,0,3
50,0,0,0,1,79,3,-1,0,3
42,3,1,1,5,329,3,-1,0,3
46,1,1,0,4,194,4,436,1,1
45,0,0,0,0,108,1,-1,0,3
46,1,0,1,5,172,6,-1,0,3
31,1,0,0,3,15,14,-1,0,3
44,1,1,2,8,151,1,-1,0,3
36,2,0,0,9,146,1,-1,0,3
50,1,0,1,5,790,1,-1,0,3
33,2,0,0,4,757,2,-1,0,3
33,0,1,2,8,578,2,-1,0,3
55,2,0,0,0,156,3,-1,0,3
40,1,1,0,8,15,3,-1,0,3
30,1,1,0,9,372,1,186,1,0
36,1,1,0,0,254,1,-1,0,3
34,1,1,2,8,203,1,-1,0,3
46,1,1,0,0,69,2,-1,0,3
55,2,1,2,8,77,1,-1,0,3
56,0,0,0,5,304,3,-1,0,3
34,1,1,0,8,14,5,-1,0,3
42,2,0,0,1,64,1,-1,0,3
48,0,0,0,1,61,5,-1,0,3
51,0,1,2,6,14,3,-1,0,3
45,2,0,0,5,171,2,-1,0,3
35,0,1,2,8,19,8,-1,0,3
63,2,0,0,7,56,2,-1,0,3
35,1,1,0,0,332,2,335,1,0
25,1,1,0,8,264,1,351,4,0
26,1,1,0,8,439,4,-1,0,3
29,2,0,0,0,99,1,274,4,1
26,2,0,2,8,35,3,-1,0,3
26,1,1,0,0,242,1,-1,0,3
23,2,1,2,8,278,6,-1,0,3
51,3,0,0,3,143,5,294,1,0
51,1,1,2,6,37,1,-1,0,3
43,1,1,2,8,111,2,-1,0,3
81,0,0,0,1,163,3,-1,0,3
42,2,0,0,1,101,2,-1,0,3
41,1,1,2,6,144,1,-1,0,3
35,1,0,0,11,516,2,130,2,0
32,2,0,2,10,71,1,-1,0,3
51,1,1,0,5,331,2,-1,0,3
33,1,1,0,3,122,5,-1,0,3
38,1,1,2,8,110,5,-1,0,3
48,2,0,0,5,70,5,-1,0,3
50,1,1,0,3,68,8,-1,0,3
39,1,1,1,8,225,7,350,2,0
30,1,1,0,5,161,2,-1,0,3
39,1,0,0,9,333,2,96,2,0
35,2,0,0,1,104,8,-1,0,3
41,1,1,0,3,361,1,253,2,0
41,1,1,2,8,121,1,-1,0,3
35,0,1,0,9,140,2,-1,0,3
43,0,1,0,8,133,1,300,3,0
27,1,1,2,8,364,1,-1,0,3
32,1,0,0,1,63,5,-1,0,3
39,1,1,0,0,85,1,-1,0,3
37,2,1,2,6,301,1,-1,0,3
40,1,1,1,5,50,2,-1,0,3
33,1,1,0,0,249,1,-1,0,3
29,2,1,0,8,126,2,-1,0,3
50,0,0,2,6,51,1,-1,0,3
39,0,1,0,8,374,2,-1,0,3
32,1,1,0,9,368,1,-1,0,3
49,2,0,0,1,278,1,-1,0,3
37,1,1,2,8,566,7,-1,0,3
57,0,0,1,5,185,4,-1,0,3
44,1,0,0,1,167,2,-1,0,3
36,1,1,0,5,632,1,-1,0,3
55,1,1,2,8,328,2,-1,0,3
40,0,1,2,8,160,2,-1,0,3
40,1,1,0,3,241,1,262,3,1
44,1,1,0,8,471,2,174,12,1
41,0,1,0,5,18,11,-1,0,3
65,1,0,0,3,432,1,-1,0,3
31,1,1,2,8,265,1,-1,0,3
48,1,0,0,3,101,2,-1,0,3
55,2,1,0,5,111,1,-1,0,3
34,1,1,0,8,551,2,-1,0,3
36,1,1,0,0,342,1,-1,0,3
33,2,1,0,1,12,16,-1,0,3
46,2,0,0,8,401,1,-1,0,3
52,2,0,0,1,57,4,-1,0,3
33,2,0,0,9,87,1,-1,0,3
29,1,1,2,6,153,1,-1,0,3
36,0,1,2,8,336,10,-1,0,3
37,1,1,2,8,209,1,-1,0,3
53,0,0,0,1,65,10,-1,0,3
28,1,1,0,5,143,4,-1,0,3
19,1,0,1,10,89,2,193,1,1
41,0,0,0,1,203,5,-1,0,3
33,1,1,0,4,323,2,259,3,2
28,2,1,2,8,438,4,-1,0,3
40,1,1,0,0,14,3,-1,0,3
78,3,0,1,1,156,1,1,3,1
29,1,1,2,8,104,2,-1,0,3
36,1,1,1,3,18,6,-1,0,3
59,0,1,0,9,531,3,134,7,0
34,1,1,0,8,121,3,-1,0,3
82,3,0,1,0,195,3,-1,0,3
36,2,0,0,9,170,1,-1,0,3
48,0,0,0,4,166,2,-1,0,3
36,0,1,1,9,2,1,-1,0,3
25,1,0,0,11,206,7,94,2,1
40,1,1,2,8,73,1,-1,0,3
33,2,0,0,3,134,1,-1,0,3
30,1,1,2,6,115,20,-1,0,3
27,1,1,2,8,123,4,-1,0,3
34,2,0,0,1,328,2,-1,0,3
28,1,0,0,5,405,2,-1,0,3
40,0,1,2,5,178,1,-1,0,3
47,1,1,0,1,293,5,-1,0,3
59,3,0,2,8,347,3,-1,0,3
30,1,1,0,5,396,2,-1,0,3
39,1,1,2,8,339,3,-1,0,3
44,1,1,2,6,200,1,-1,0,3
46,2,0,1,3,25,1,-1,0,3
32,2,1,2,6,658,2,-1,0,3
35,1,0,0,5,245,2,-1,0,3
35,2,1,2,8,120,2,-1,0,3
38,2,1,0,8,92,2,250,2,0
27,0,0,0,5,132,4,-1,0,3
32,1,1,0,0,266,2,-1,0,3
37,1,1,0,8,639,3,326,10,0
59,2,0,0,5,575,2,-1,0,3
32,2,0,0,8,226,1,346,1,0
31,1,1,0,5,126,6,-1,0,3
55,1,0,0,3,13,8,9,3,1
26,1,0,0,5,91,7,-1,0,3
30,1,1,0,8,145,1,337,4,0
34,1,0,0,1,256,2,-1,0,3
83,0,0,0,11,175,2,-1,0,3
46,0,0,0,1,77,8,-1,0,3
48,0,1,2,8,1231,2,-1,0,3
47,1,0,2,6,53,1,-1,0,3
31,1,0,0,1,195,2,-1,0,3
32,3,1,0,9,158,1,135,1,0
32,1,1,0,5,314,2,-1,0,3
39,1,0,2,6,199,3,-1,0,3
54,2,1,1,8,65,5,-1,0,3
55,1,1,2,8,647,7,-1,0,3
28,1,1,0,8,70,5,-1,0,3
48,1,0,1,9,129,2,-1,0,3
44,2,0,0,7,325,1,-1,0,3
47,1,0,0,1,457,2,-1,0,3
43,1,1,2,8,148,1,-1,0,3
53,0,0,0,4,82,2,-1,0,3
42,1,1,1,5,51,21,-1,0,3
39,2,1,0,8,196,2,331,3,0
37,1,1,2,6,135,2,-1,0,3
58,2,1,2,6,316,1,-1,0,3
31,1,0,0,5,340,3,-1,0,3
40,1,1,2,8,29,8,-1,0,3
38,1,0,0,5,1473,6,-1,0,3
46,1,1,0,9,153,1,-1,0,3
31,1,1,0,4,71,1,223,9,1
32,2,0,0,1,222,6,-1,0,3
46,2,1,0,0,405,1,-1,0,3
25,1,1,2,6,549,1,-1,0,3
28,1,1,2,6,72,6,-1,0,3
40,0,1,0,8,339,2,369,3,0
31,1,1,0,3,94,1,-1,0,3
39,1,1,0,5,21,21,-1,0,3
36,1,1,2,6,604,6,-1,0,3
37,1,1,0,8,95,1,357,1,0
48,0,1,2,8,315,2,-1,0,3
34,2,1,0,9,85,1,-1,0,3
24,0,0,2,6,25,26,-1,0,3
33,2,0,0,1,216,3,-1,0,3
54,1,0,1,9,986,1,94,8,0
56,0,1,2,8,178,2,-1,0,3
41,2,1,2,8,270,1,-1,0,3
46,0,1,2,8,279,1,-1,0,3
27,1,0,0,5,513,5,-1,0,3
32,1,1,0,4,122,1,-1,0,3
40,1,0,0,8,168,1,-1,0,3
38,0,0,2,6,49,2,-1,0,3
36,1,1,0,0,386,2,-1,0,3
33,2,0,2,8,277,1,-1,0,3
31,2,0,0,11,114,2,363,1,0
34,1,1,0,5,131,2,-1,0,3
34,1,1,2,8,248,3,-1,0,3
45,1,0,0,1,113,2,-1,0,3
52,0,1,0,8,48,7,-1,0,3
37,2,1,2,8,25,1,-1,0,3
30,0,1,0,9,405,1,139,1,0
35,2,0,0,0,49,5,328,5,0
31,1,1,1,8,475,4,166,2,0
47,0,0,0,1,144,1,-1,0,3
32,2,1,0,9,95,1,-1,0,3
32,1,1,1,1,85,24,-1,0,3
39,1,1,2,8,38,1,-1,0,3
31,1,1,0,9,290,1,-1,0,3
31,2,0,2,6,389,1,-1,0,3
44,2,1,2,8,92,1,-1,0,3
40,2,1,2,6,112,5,-1,0,3
77,0,0,1,11,160,4,-1,0,3
34,1,1,0,3,88,5,251,3,0
48,1,1,2,6,320,4,-1,0,3
31,1,1,2,8,226,2,-1,0,3
31,2,0,0,1,155,4,-1,0,3
32,1,1,0,9,126,2,-1,0,3
42,1,1,2,8,21,24,-1,0,3
35,2,0,0,1,81,6,-1,0,3
57,0,1,2,6,238,6,-1,0,3
56,1,0,0,1,158,2,-1,0,3
34,2,0,0,1,472,2,-1,0,3
52,1,0,2,6,420,4,-1,0,3
31,1,1,0,0,219,2,-1,0,3
42,1,1,0,9,259,2,-1,0,3
46,0,1,0,5,284,4,-1,0,3
32,1,0,0,1,15,13,-1,0,3
47,1,0,0,1,78,4,-1,0,3
46,1,1,0,8,277,2,-1,0,3
41,1,1,0,8,77,2,347,4,0
42,1,1,2,8,46,5,-1,0,3
31,2,0,0,1,169,5,-1,0,3
47,2,0,0,4,137,1,-1,0,3
60,2,0,0,6,318,3,-1,0,3
35,2,1,0,8,100,1,169,12,1
46,1,1,0,8,267,1,-1,0,3
40,1,0,1,5,84,1,-1,0,3
48,3,0,0,1,104,2,-1,0,3
52,0,0,0,1,109,2,-1,0,3
50,0,1,0,5,136,4,-1,0,3
34,1,0,1,3,166,2,173,3,0
34,2,0,0,6,269,1,92,2,0
44,2,1,2,6,331,4,-1,0,3
44,0,0,2,6,335,1,-1,0,3
28,1,1,0,3,379,3,-1,0,3
28,2,0,0,10,122,3,-1,0,3
29,1,1,2,6,85,4,-1,0,3
29,1,0,0,1,485,3,105,1,2
55,2,0,0,5,167,6,-1,0,3
31,1,1,0,5,191,3,-1,0,3
31,1,0,0,3,323,1,109,5,0
32,2,1,2,8,162,2,-1,0,3
31,2,1,2,6,207,1,-1,0,3
47,1,0,0,1,73,1,-1,0,3
34,1,1,0,8,165,3,169,5,1
53,2,0,0,1,216,2,-1,0,3
29,1,0,0,0,119,2,-1,0,3
50,1,0,1,9,433,1,113,1,0
49,1,1,0,9,59,4,-1,0,3
32,1,0,0,9,79,1,-1,0,3
42,1,1,0,8,159,1,-1,0,3
37,1,1,1,4,143,3,-1,0,3
36,2,1,0,5,46,3,-1,0,3
33,1,0,0,0,166,1,-1,0,3
36,1,1,0,8,77,2,345,2,0
30,1,1,2,8,365,1,-1,0,3
57,1,0,0,9,198,1,-1,0,3
37,2,0,2,6,204,4,-1,0,3
25,1,0,0,5,159,2,-1,0,3
70,0,0,0,0,50,2,-1,0,3
41,2,0,0,8,63,3,272,1,1
26,2,1,0,8,74,4,43,5,1
53,0,1,2,8,157,1,-1,0,3
55,3,0,2,6,97,1,-1,0,3
23,1,1,0,8,224,2,356,2,0
45,2,1,0,8,469,2,342,1,0
34,1,1,0,5,137,4,-1,0,3
35,2,1,0,9,138,1,-1,0,3
30,2,0,0,1,382,3,-1,0,3
36,1,1,2,8,206,2,-1,0,3
48,2,1,2,8,286,1,-1,0,3
67,0,0,0,1,134,1,-1,0,3
35,2,1,0,1,79,1,114,3,0
38,2,0,0,8,67,4,175,6,0
44,0,1,0,8,79,1,329,2,0
54,1,1,0,9,172,2,104,2,0
42,2,1,2,6,72,1,-1,0,3
36,2,0,0,1,54,12,-1,0,3
26,1,0,0,5,652,2,-1,0,3
35,2,0,0,9,168,2,-1,0,3
33,1,1,0,8,600,2,330,17,0
58,1,1,2,8,85,1,-1,0,3
21,1,0,0,8,156,4,99,2,2
34,1,1,2,8,217,1,-1,0,3
38,1,0,0,1,255,2,105,1,0
41,1,0,1,5,15,25,-1,0,3
36,1,0,0,1,333,5,-1,0,3
38,1,0,0,8,275,1,-1,0,3
25,1,1,2,6,105,1,-1,0,3
34,1,0,0,8,77,3,-1,0,3
34,1,1,0,5,50,4,-1,0,3
45,1,1,0,8,154,5,176,1,1
30,1,1,0,8,115,5,-1,0,3
42,1,1,0,5,84,2,-1,0,3
50,1,1,2,8,342,3,-1,0,3
33,1,0,0,1,180,4,-1,0,3
35,2,1,0,0,510,2,-1,0,3
59,1,0,2,8,61,4,-1,0,3
38,0,0,2,8,238,1,-1,0,3
33,1,0,0,9,160,2,-1,0,3
45,3,0,2,5,158,3,-1,0,3
37,1,0,0,5,40,10,-1,0,3
35,2,1,0,1,119,2,-1,0,3
41,0,1,2,8,522,5,-1,0,3
33,2,1,2,8,308,4,-1,0,3
30,2,1,0,8,166,1,42,1,1
49,0,0,1,5,139,1,-1,0,3
39,1,1,0,9,387,3,196,2,0
44,1,0,0,5,388,4,-1,0,3
38,0,0,2,6,116,3,-1,0,3
27,1,1,0,8,346,2,-1,0,3
45,2,0,0,11,405,3,-1,0,3
40,2,1,2,8,184,1,-1,0,3
53,0,1,1,5,173,2,-1,0,3
32,2,1,0,8,449,1,338,1,1
34,1,1,2,8,627,3,-1,0,3
29,1,1,0,8,152,4,344,2,0
34,1,1,0,5,634,3,-1,0,3
40,1,1,0,8,92,1,369,1,0
44,1,1,2,8,243,3,-1,0,3
36,2,0,0,9,300,1,96,4,0
39,2,0,1,8,186,2,-1,0,3
58,0,1,2,8,150,2,-1,0,3
37,1,0,2,6,140,2,-1,0,3
31,2,1,0,8,108,2,167,1,0
46,1,1,0,5,100,4,-1,0,3
26,2,0,0,5,475,3,78,2,2
37,1,1,0,5,330,4,-1,0,3
39,1,1,0,8,55,2,345,2,1
36,2,1,0,7,138,8,-1,0,3
29,2,1,2,8,304,2,-1,0,3
47,1,0,0,1,228,5,-1,0,3
47,2,1,0,0,174,2,-1,0,3
44,1,1,2,8,198,1,-1,0,3
24,1,0,0,3,114,1,-1,0,3
30,1,1,0,9,189,1,144,5,0
55,2,0,0,5,24,2,-1,0,3
41,1,0,0,5,489,1,-1,0,3
57,0,1,0,5,210,2,-1,0,3
34,0,1,0,5,1389,7,-1,0,3
31,1,0,0,3,284,2,-1,0,3
56,0,0,0,4,52,2,227,1,0
53,3,1,0,5,71,3,-1,0,3
33,2,0,0,1,191,4,-1,0,3
67,0,0,1,5,64,3,-1,0,3
53,0,0,0,1,77,8,-1,0,3
41,0,0,0,1,299,4,-1,0,3
46,0,1,2,6,205,4,-1,0,3
58,1,1,2,6,53,29,-1,0,3
39,0,1,2,8,158,1,-1,0,3
30,1,0,1,1,44,12,-1,0,3
37,0,1,0,8,303,1,-1,0,3
45,2,0,0,9,162,1,-1,0,3
50,2,1,0,5,51,2,-1,0,3
30,1,1,0,1,272,4,-1,0,3
29,1,1,0,8,130,2,-1,0,3
32,0,1,0,1,175,1,-1,0,3
37,2,1,2,8,162,10,-1,0,3
26,1,1,2,6,82,9,-1,0,3
51,2,1,0,8,126,1,-1,0,3
38,0,0,2,6,332,2,-1,0,3
72,0,0,1,1,359,1,-1,0,3
42,1,1,0,5,10,23,-1,0,3
57,0,0,0,9,362,3,-1,0,3
22,3,0,0,1,148,1,-1,0,3
46,2,0,0,1,44,6,-1,0,3
32,1,1,2,8,68,1,-1,0,3
42,2,0,0,1,286,3,-1,0,3
37,1,0,2,6,305,2,-1,0,3
27,2,1,2,8,94,1,-1,0,3
30,2,1,2,8,70,1,-1,0,3
34,2,0,0,1,169,4,-1,0,3
56,2,1,0,1,666,2,-1,0,3
54,1,0,0,5,673,8,-1,0,3
57,1,1,0,8,114,2,-1,0,3
56,2,0,1,5,610,2,-1,0,3
41,1,0,2,6,190,1,-1,0,3
32,2,1,2,8,125,1,-1,0,3
34,1,1,0,9,107,4,-1,0,3
30,1,1,0,8,85,1,-1,0,3
42,2,0,1,4,119,2,-1,0,3
40,2,1,2,8,725,3,-1,0,3
36,1,1,2,8,348,1,-1,0,3
42,0,1,2,8,401,2,-1,0,3
34,2,0,0,6,88,2,-1,0,3
30,1,1,0,8,13,3,355,5,0
35,1,0,2,6,12,8,-1,0,3
44,0,0,2,6,258,18,-1,0,3
46,1,0,0,5,251,3,-1,0,3
38,2,1,0,8,251,2,-1,0,3
32,2,0,0,1,23,12,-1,0,3
34,2,0,0,1,120,2,-1,0,3
53,0,0,2,6,152,1,-1,0,3
38,0,0,0,5,33,3,-1,0,3
54,2,1,0,1,205,2,-1,0,3
32,1,1,0,9,232,2,183,2,0
33,2,1,1,8,355,4,-1,0,3
46,1,0,2,6,92,1,-1,0,3
49,2,0,0,9,244,3,-1,0,3
37,2,0,0,1,132,1,-1,0,3
40,1,1,0,8,435,2,340,3,0
35,1,0,2,8,339,1,-1,0,3
26,0,1,2,8,326,2,-1,0,3
27,0,1,2,8,205,3,-1,0,3
39,2,1,0,9,249,1,-1,0,3
31,2,0,2,5,15,1,-1,0,3
53,1,1,0,3,101,2,250,4,0
50,2,0,0,5,264,5,-1,0,3
36,1,1,2,8,180,2,-1,0,3
46,1,1,2,8,92,2,-1,0,3
36,2,1,0,8,52,1,-1,0,3
38,0,0,0,1,101,3,-1,0,3
44,2,1,0,5,109,5,-1,0,3
56,1,0,0,1,133,2,-1,0,3
37,2,1,0,0,140,4,327,2,0
51,0,0,0,1,202,3,-1,0,3
41,1,1,0,1,100,2,-1,0,3
55,2,1,2,8,234,1,-1,0,3
38,2,1,2,8,137,4,-1,0,3
21,2,0,0,6,181,2,-1,0,3
40,2,0,2,6,222,3,-1,0,3
39,1,0,0,5,202,2,-1,0,3
30,1,1,0,8,416,4,-1,0,3
28,1,1,0,8,97,1,355,2,0
58,1,0,2,6,121,5,-1,0,3
50,1,1,0,5,29,10,-1,0,3
32,1,1,0,9,270,1,-1,0,3
44,1,1,0,8,373,3,-1,0,3
47,1,1,2,8,105,2,-1,0,3
45,0,0,2,6,81,1,-1,0,3
48,1,1,0,8,561,1,-1,0,3
60,2,0,2,6,48,3,-1,0,3
45,1,0,1,3,170,2,212,2,0
31,1,0,0,1,123,1,-1,0,3
30,1,1,0,5,100,5,-1,0,3
52,0,0,2,6,135,2,-1,0,3
31,1,1,0,8,295,1,-1,0,3
53,1,1,2,8,851,2,-1,0,3
47,0,1,2,6,18,6,-1,0,3
42,2,0,0,1,149,2,-1,0,3
57,3,1,2,8,215,2,-1,0,3
35,1,0,0,5,409,4,-1,0,3
47,0,0,2,6,60,1,-1,0,3
37,2,1,2,8,52,2,-1,0,3
55,0,0,0,1,241,1,92,1,0
58,2,1,0,5,209,1,-1,0,3
33,1,1,0,0,114,1,345,2,0
29,1,1,2,8,194,1,-1,0,3
41,1,1,2,6,196,2,-1,0,3
53,1,1,2,8,593,2,-1,0,3
41,0,0,2,5,125,3,-1,0,3
42,2,0,0,10,113,1,-1,0,3
52,0,0,0,1,123,2,-1,0,3
42,1,0,0,9,171,1,-1,0,3
33,1,1,2,8,165,1,-1,0,3
44,0,0,0,4,301,1,-1,0,3
53,2,0,0,9,90,1,-1,0,3
35,1,1,0,4,502,3,270,40,1
47,3,1,0,8,64,2,364,3,0
59,1,1,0,8,301,3,263,11,2
31,2,1,0,9,37,2,123,1,0
40,2,1,0,5,97,5,-1,0,3
55,2,0,1,8,70,2,367,3,0
41,2,1,2,8,96,2,-1,0,3
46,1,1,0,0,201,1,-1,0,3
35,1,0,0,5,228,1,-1,0,3
46,1,1,0,9,178,3,183,2,1
31,1,1,0,0,126,1,148,6,0
49,2,0,0,1,72,4,-1,0,3
37,1,1,0,0,657,4,149,1,1
41,2,1,0,3,195,4,251,4,0
42,1,1,2,8,34,1,-1,0,3
34,1,0,0,0,237,4,-1,0,3
55,1,0,0,1,116,2,-1,0,3
49,0,1,1,5,166,8,-1,0,3
59,0,1,2,8,240,2,-1,0,3
26,1,1,2,8,461,1,-1,0,3
43,2,0,0,0,381,2,330,17,1
35,2,1,0,0,1074,3,217,8,0
43,2,1,0,5,193,8,-1,0,3
51,2,1,2,8,76,2,-1,0,3
29,1,0,0,6,271,2,92,2,2
42,1,1,0,3,183,1,189,16,1
73,0,0,0,6,154,4,97,1,2
39,1,1,0,5,174,10,-1,0,3
39,2,0,0,9,151,1,-1,0,3
44,1,1,0,8,96,2,295,5,0
30,1,1,0,9,24,2,-1,0,3
32,2,1,2,8,226,1,-1,0,3
57,1,0,0,4,246,1,-1,0,3
55,1,0,0,1,129,5,-1,0,3
24,2,1,0,8,134,2,-1,0,3
41,1,1,0,8,305,1,-1,0,3
39,2,1,2,8,27,1,-1,0,3
52,1,1,2,8,322,1,-1,0,3
28,1,0,0,4,248,1,-1,0,3
56,0,0,0,5,251,2,-1,0,3
33,1,1,0,8,22,8,-1,0,3
41,2,1,0,4,85,1,195,5,1
32,2,0,0,1,92,2,-1,0,3
50,2,0,2,6,1162,2,-1,0,3
28,1,1,0,8,115,2,-1,0,3
36,2,0,0,9,196,3,-1,0,3
36,0,1,0,8,232,2,365,5,1
53,0,0,2,6,51,8,-1,0,3
40,1,0,2,6,253,2,-1,0,3
34,1,0,0,1,176,1,21,6,0
35,1,1,2,6,91,2,-1,0,3
55,1,1,2,8,61,4,-1,0,3
49,2,0,0,1,238,6,-1,0,3
57,0,1,0,5,246,1,-1,0,3
44,1,1,2,8,141,2,-1,0,3
57,0,0,2,1,336,2,-1,0,3
36,2,1,0,5,150,4,-1,0,3
53,0,1,0,0,221,2,-1,0,3
25,1,0,0,0,68,1,86,1,2
26,2,0,0,3,317,1,-1,0,3
33,2,1,2,8,572,1,-1,0,3
33,2,0,2,5,156,2,-1,0,3
29,2,1,0,0,53,1,346,1,0
34,1,1,0,8,153,1,-1,0,3
46,3,0,0,3,297,1,-1,0,3
25,1,1,2,8,328,1,-1,0,3
57,0,0,0,1,80,8,-1,0,3
50,2,0,0,4,199,1,205,1,0
48,0,1,2,8,70,1,-1,0,3
32,1,0,0,4,320,1,185,5,1
45,0,0,0,4,182,2,-1,0,3
32,1,1,0,8,185,1,-1,0,3
34,2,1,2,8,150,1,-1,0,3
56,1,1,2,6,254,1,-1,0,3
49,2,1,0,8,716,1,-1,0,3
54,2,0,0,1,131,2,-1,0,3
44,2,1,0,9,54,1,-1,0,3
35,0,0,0,9,258,1,157,4,0
31,2,1,2,8,143,1,-1,0,3
34,1,1,2,8,305,2,-1,0,3
38,2,1,2,8,34,1,-1,0,3
56,2,1,0,9,150,2,-1,0,3
49,1,1,0,5,73,4,-1,0,3
44,1,1,2,6,149,2,-1,0,3
33,2,1,0,9,55,2,-1,0,3
33,1,0,0,1,93,2,-1,0,3
29,1,0,0,5,309,2,-1,0,3
34,0,1,0,8,134,1,350,1,0
57,0,1,0,0,284,1,336,1,0
34,1,0,0,4,50,1,-1,0,3
55,1,0,0,5,267,2,-1,0,3
47,1,1,0,1,163,8,-1,0,3
48,1,0,0,5,1171,1,-1,0,3
36,1,1,0,1,15,19,-1,0,3
34,1,1,0,8,16,2,-1,0,3
43,3,1,0,0,829,1,-1,0,3
55,2,1,0,0,58,1,316,1,1
58,1,1,2,8,180,1,-1,0,3
62,2,0,0,3,181,3,-1,0,3
32,2,1,0,9,124,1,-1,0,3
35,2,1,0,8,310,1,-1,0,3
33,2,0,0,1,182,1,-1,0,3
54,0,1,1,5,222,3,-1,0,3
41,1,1,2,8,87,1,-1,0,3
58,0,1,0,5,40,4,-1,0,3
34,2,0,0,3,18,7,-1,0,3
58,0,0,2,6,116,1,-1,0,3
30,1,0,0,1,73,3,-1,0,3
40,0,1,0,8,195,3,340,1,0
35,2,0,0,3,117,4,12,2,1
37,1,1,2,8,105,2,-1,0,3
32,1,1,2,8,118,6,-1,0,3
33,1,1,2,8,71,1,-1,0,3
48,1,0,2,6,214,3,-1,0,3
46,0,0,0,5,188,1,-1,0,3
35,2,0,2,8,192,1,-1,0,3
32,2,1,2,8,51,1,-1,0,3
30,2,0,0,8,144,2,187,1,0
46,2,0,2,6,159,1,-1,0,3
27,2,1,0,8,258,2,343,4,1
40,1,1,2,8,135,2,-1,0,3
60,0,1,0,5,302,2,-1,0,3
28,2,1,0,5,73,7,-1,0,3
27,3,1,0,5,225,2,-1,0,3
31,1,0,0,9,116,1,-1,0,3
28,1,0,0,3,129,4,211,3,1
27,1,0,2,8,147,1,-1,0,3
36,1,0,2,6,321,2,-1,0,3
41,1,1,2,8,145,1,-1,0,3
30,1,1,0,5,153,2,-1,0,3
52,2,0,0,5,30,9,-1,0,3
35,1,1,0,9,350,1,-1,0,3
37,2,0,0,9,188,1,165,2,0
37,1,1,0,0,107,1,-1,0,3
48,2,0,0,4,251,2,-1,0,3
38,1,0,0,5,168,2,-1,0,3
44,2,1,2,6,59,3,-1,0,3
43,1,1,0,1,209,2,-1,0,3
35,1,1,0,3,226,3,280,1,1
40,1,0,0,1,266,2,-1,0,3
42,0,1,2,8,171,2,-1,0,3
